Timestamp,X_Position_Feet,Y_Position_Feet
52.735842,3.903136,9.245801
53.204687,3.930099,9.252489
53.679202,3.958823,9.264863
54.235615,4.042754,9.283665
54.729171,4.141654,9.283543
55.263910,4.264683,9.250326
55.787104,4.345426,9.196651
56.283947,4.357835,9.193843
56.812477,4.362484,9.193948
57.337936,4.581077,8.893544
57.863942,4.682006,8.753068
58.540798,4.680465,8.746374
59.067157,4.888786,8.527443
59.586087,5.039839,8.365234
60.107512,5.040451,8.360995
60.653898,5.129342,8.288428
61.152544,5.417148,8.042349
61.690471,5.437607,8.025625
62.222625,5.443360,8.023608
62.735643,5.444165,8.015367
63.276086,5.602315,7.875920
63.808746,5.831082,7.670089
64.408360,5.832044,7.665009
64.968405,5.929539,7.598775
65.565448,6.260612,7.369022
66.095989,6.264017,7.364767
66.596226,6.265150,7.361746
67.168906,6.269603,7.364668
67.712819,6.274644,7.356073
68.284557,6.456728,7.262694
68.892868,6.741037,7.109218
69.440850,6.742049,7.103970
70.029277,6.895793,7.047168
70.585019,7.229983,6.915256
71.171414,7.234838,6.911553
71.711660,7.236200,6.910622
72.285275,7.251152,6.907141
72.868282,7.695148,6.731945
73.424419,7.759864,6.706455
74.014303,7.762374,6.701428
74.588867,7.761845,6.706644
75.167253,7.770476,6.699889
75.794542,7.984304,6.645936
76.380526,7.885753,6.665046
76.957576,7.759351,6.694399
77.529280,7.766654,6.690339
78.063851,7.961950,6.679341
78.690218,7.825266,6.684541
79.296643,7.751808,6.690157
79.892315,7.751286,6.691163
80.476326,7.767521,6.686900
81.084345,7.962849,6.659183
81.693504,7.779874,6.681555
82.292695,7.792836,6.677861
82.888788,7.982564,6.678150
83.520381,7.992914,6.673869
84.110537,8.146670,6.693582
84.718089,8.364743,6.721704
85.324986,8.364280,6.725899
85.919142,8.374598,6.721669
86.533581,8.533682,6.736541
87.091171,8.496147,6.732925
87.665754,8.352359,6.719900
88.307416,8.355885,6.714890
88.923324,8.578095,6.763331
89.553775,8.461538,6.736409
90.172785,8.377321,6.720530
90.773366,8.386497,6.724305
91.404275,8.391859,6.719620
92.042002,8.365499,6.718041
92.655145,8.347674,6.716578
93.290567,8.202946,6.702812
93.935451,8.110934,6.709616
94.590965,7.975630,6.767696
95.233989,7.876329,6.864107
95.829696,7.821942,6.976618
96.476439,7.814111,7.149178
97.087735,7.873964,7.291676
97.732670,7.887445,7.317610
98.385264,7.865076,7.295602
98.992406,7.868429,7.299535
99.676075,8.007084,6.958321
100.304019,8.018605,6.924843
100.964591,8.064721,6.847590
101.635659,8.008756,6.930828
102.317949,8.027275,6.902846
102.968816,7.956010,6.980593
103.643184,7.956715,6.986247
104.266380,7.961205,6.975281
104.948017,8.118975,6.771725
105.645472,8.026947,6.885159
106.339347,8.034840,6.866792
106.982069,8.100857,6.761711
107.617509,8.002475,6.912705
108.290914,8.005944,6.899163
109.033476,8.142755,6.726864
109.741218,8.006375,6.895731
110.441869,8.009272,6.896265
111.091474,8.143456,6.639346
111.741068,8.041656,6.832675
112.449322,8.148945,6.625279
113.124899,8.059848,6.796178
113.794192,8.129574,6.660574
114.517044,8.078363,6.760699
115.214423,8.094340,6.721489
115.846942,8.173466,6.462664
116.510496,8.127900,6.599842
117.184844,8.128447,6.610734
117.856702,8.128629,6.605168
118.609502,8.132600,6.604957
119.315821,8.129087,6.593066
120.017484,8.210194,6.146042
120.723005,8.228524,6.038758
121.410845,8.253620,5.954192
122.115990,8.260747,5.888640
122.788713,8.237121,5.970396
123.486533,8.243924,5.905060
124.130546,8.272849,5.409270
124.851806,8.271581,5.394117
125.564971,8.329768,5.081328
126.248460,8.372394,4.848760
126.950543,8.368894,4.843871
127.696797,8.272311,5.054897
128.380297,8.344297,4.740392
129.089871,8.384305,4.530510
129.824163,8.390652,4.495480
130.510916,8.381340,4.508238
131.232506,8.329780,4.649073
131.918527,8.334747,4.644334
132.620497,8.331289,4.639510
133.346067,8.334425,4.643082
134.012389,8.340797,4.605198
134.712722,8.381156,4.441233
135.473008,8.347693,4.565251
136.166024,8.468721,4.081895
136.946450,8.473615,4.075184
137.711675,8.472062,4.063909
138.476041,8.477878,4.061772
139.221714,8.474411,4.045188
139.980531,8.472710,4.063290
140.737242,8.477644,4.064852
141.509786,8.473578,4.047026
142.290203,8.524036,3.670088
142.975705,8.528864,3.668375
143.710292,8.523854,3.666849
144.515335,8.530073,3.666863
145.247514,8.525085,3.655282
